feature,importance
diff_income,167.48204040527344
diff_workers,144.40716552734375
diff_combat_score,67.182373046875
tech_diff,55.864742279052734
p2_num_unit_types,53.11970901489258
p2_scout,45.765655517578125
diff_income_60s,44.45915222167969
p1_num_unit_types,43.84408950805664
diff_income_120s,41.24641418457031
p1_scout,39.04983901977539
diff_combat_120s,37.68726348876953
diff_sq,35.454322814941406
p2_tech_level,34.51102066040039
p1_combat,32.97761917114258
loss_trade_ratio,32.607425689697266
army_supply_ratio_diff,32.04771423339844
p2_combat,31.154338836669922
p2_sq,31.129804611206055
p1_tech_level,30.21101951599121
p2_workers,28.777301788330078
p1_army_entropy,28.41822052001953
p1_workers,27.458194732666016
phase,26.514175415039062
p2_epm,25.776081085205078
p2_recent_losses,25.759191513061523
p1_recent_losses,25.576156616210938
counter_advantage_p1,24.39404296875
income_per_worker_diff,24.11520767211914
counter_advantage_p2,24.032556533813477
p2_army_supply_ratio,23.9897403717041
p1_sq,23.974355697631836
p2_army_entropy,23.304697036743164
p1_army_supply_ratio,23.12279510498047
p1_army_to_worker_ratio,22.905954360961914
counter_advantage_diff,22.592613220214844
p2_army_to_worker_ratio,22.108198165893555
diff_combat_vol_120,20.36451530456543
income_momentum_15,20.193052291870117
diff_workers_120s,19.78904151916504
counter_advantage_vol_120,19.510530471801758
delta_combat_p2,19.062904357910156
diff_income_vol_120,18.766172409057617
delta_combat_p1,17.81845474243164
p1_income_per_worker,17.453195571899414
combat_momentum_15,17.258874893188477
counter_advantage_diff_120s,17.055158615112305
diff_workers_vol_120,16.990903854370117
diff_sq_vol_120,16.697538375854492
p2_income_per_worker,16.561832427978516
counter_advantage_diff_60s,15.906047821044922
p1_epm,15.423261642456055
diff_workers_60s,14.306640625
diff_epm,14.272037506103516
diff_combat_60s,14.178228378295898
delta_workers_p1,13.686079025268555
diff_sq_60s,13.280187606811523
p1_worker_growth_ratio,13.235036849975586
sq_momentum_15,12.949853897094727
p2_worker_growth_ratio,12.841846466064453
delta_workers_p2,12.68136978149414
diff_sq_120s,10.709485054016113
delta_sq_p2,10.669382095336914
economic_momentum_15,10.289223670959473
delta_sq_p1,9.91932201385498
