accuracy,balanced_accuracy,best_iteration,best_params,best_validation_score,block11_candidate,confusion_matrix,cv_scoring,dataset_name,device,log_loss,model_name,n_rows,n_test_replays,n_test_rows,n_train_replays,n_train_rows,roc_auc,seed,source_zip,tag
0.576598807320584,0.580677247791708,138,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'reg_lambda': 2.0, 'subsample': 0.9}",-0.6595072709586569,True,"[[4330, 5665], [2571, 6886]]",neg_log_loss,real_v3_1_fixed_smoke3000,cpu,0.6756604743792801,xgb,19452,502,19452,2006,47000,0.627743770373079,42,xgbseed_42.zip,xgb_smoke3000
0.592098975203101,0.5884030938424023,87,"{'colsample_bytree': 0.8, 'learning_rate': 0.03, 'max_depth': 5, 'min_child_weight': 1, 'reg_lambda': 1.0, 'subsample': 0.8}",-0.674586589671948,True,"[[3838, 5376], [2306, 7313]]",neg_log_loss,real_v3_1_fixed_smoke3000,cpu,0.6642869789725059,xgb,18833,502,18833,2006,47000,0.631997218622529,43,xgbseed_43.zip,xgb_smoke3000
0.5966369109404194,0.592520206412852,45,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'reg_lambda': 2.0, 'subsample': 0.9}",-0.6769316599157456,True,"[[4109, 5268], [2504, 7387]]",neg_log_loss,real_v3_1_fixed_smoke3000,cpu,0.6597366184697905,xgb,19268,502,19268,2006,47000,0.6412363946929821,44,xgbseed_44.zip,xgb_smoke3000
