dataset_name,model_name,seed,method,test_accuracy,test_balanced_accuracy,test_roc_auc,test_log_loss,test_brier_score,test_ece_15,test_mce_15,val_log_loss,val_brier_score,val_ece_15
real_v3_1_fixed,rf_no_counter,42,uncalibrated,0.6179553327103118,0.6153511959100237,0.6645710557812825,0.6491127125430597,0.22898803675533633,0.03375261065417532,0.08644718488815062,0.6515597325378925,0.2300880443935639,0.021694559360476044
real_v3_1_fixed,rf_no_counter,42,platt,0.6185988729651537,0.614465338299065,0.6645710557812825,0.646384369311964,0.22779729733701062,0.01828083025132785,0.07239022879348511,0.6497035053020808,0.2293001691938251,0.004309192123933412
real_v3_1_fixed,rf_no_counter,42,isotonic,0.6165787161651716,0.6154352677237159,0.6645074972374034,0.6465489063778992,0.2278349997344635,0.018100067207469102,0.02865004483949929,0.6490837394677196,0.22908377325246992,6.930758109476492e-17
