feature,importance
p2_recent_losses,0.054344136
diff_income,0.040710215
loss_trade_ratio,0.036613815
p1_tech_level,0.031360872
p2_scout,0.02521288
p1_army_to_worker_ratio,0.024699168
diff_combat_score,0.023378912
diff_workers,0.022255167
counter_advantage_p2,0.02034333
tech_diff,0.020331731
p2_epm,0.020306211
diff_combat_vol_120,0.020212803
p1_workers,0.019775847
p2_army_entropy,0.019478835
p1_sq,0.019421691
counter_advantage_p1,0.019193357
p1_scout,0.018801844
p2_tech_level,0.018721953
p2_army_to_worker_ratio,0.018468559
p2_workers,0.018257923
diff_income_120s,0.017862806
diff_sq,0.017729087
counter_advantage_diff_120s,0.017437879
p1_army_supply_ratio,0.01740512
p1_combat,0.016437778
p2_income_per_worker,0.015936071
phase,0.015182271
diff_combat_120s,0.014970254
p1_army_entropy,0.014804419
army_supply_ratio_diff,0.014647133
diff_workers_120s,0.014464229
counter_advantage_diff,0.014379585
income_per_worker_diff,0.014117039
delta_sq_p1,0.014057425
diff_workers_vol_120,0.014029693
combat_momentum_15,0.013952799
delta_combat_p2,0.01367624
counter_advantage_vol_120,0.013559144
p1_worker_growth_ratio,0.013513406
p1_epm,0.012798904
p2_combat,0.012645277
p2_army_supply_ratio,0.01253432
diff_sq_120s,0.012475915
income_momentum_15,0.012468443
p1_num_unit_types,0.012433306
diff_income_vol_120,0.012336695
p2_worker_growth_ratio,0.011968467
diff_workers_60s,0.011780991
p1_income_per_worker,0.011755706
diff_sq_vol_120,0.011434136
sq_momentum_15,0.011199243
delta_sq_p2,0.010399951
p2_sq,0.010153635
diff_sq_60s,0.009192088
diff_epm,0.008124301
p1_recent_losses,0.008046769
diff_combat_60s,0.007264036
counter_advantage_diff_60s,0.0071453787
delta_combat_p1,0.0071099517
diff_income_60s,0.006680884
p2_num_unit_types,0.0
economic_momentum_15,0.0
delta_workers_p2,0.0
delta_workers_p1,0.0
