profile,real_v3_1_fixed_smoke3000,real_v3_2_combatfix_smoke3000
full,0.6702774054134798,0.6656411550723416
no_counter,0.6691060378516857,0.6640122675134749
no_counter_no_losses,0.6697410659909938,0.666387404549075
