profile,real_v3_1_fixed_smoke3000,real_v3_2_combatfix_smoke3000
full,0.6224572314140242,0.6217089198809633
no_counter,0.6251679898746813,0.6268306751875902
no_counter_no_losses,0.6228157409648324,0.6218049029277761
