profile,accuracy,balanced_accuracy,confusion_matrix,n_rows,roc_auc,log_loss,n_features,delta_accuracy_vs_full,delta_balanced_accuracy_vs_full,delta_roc_auc_vs_full,delta_log_loss_vs_full,seed,dataset_name
full,0.5708,0.5739948142587388,"[[1191, 1381], [765, 1663]]",5000,0.6140241762127179,0.6773130080754828,64,0.0,0.0,0.0,0.0,42,real_v3_1_fixed_smoke3000
no_counter,0.5776,0.5808581069482271,"[[1203, 1369], [743, 1685]]",5000,0.6194509173689025,0.6742389267665471,58,0.0068,0.0068632926894883,0.0054267411561845,-0.0030740813089357,42,real_v3_1_fixed_smoke3000
no_counter_no_losses,0.5762,0.579462709549809,"[[1199, 1373], [746, 1682]]",5000,0.6170335523096278,0.6757211901402693,55,0.0054,0.0054678952910702,0.0030093760969098,-0.0015918179352134,42,real_v3_1_fixed_smoke3000
full,0.586,0.5825771673489969,"[[1044, 1401], [669, 1886]]",5000,0.6262832811080563,0.6675538038375016,64,0.0,0.0,0.0,0.0,43,real_v3_1_fixed_smoke3000
no_counter,0.5846,0.5814450193893845,"[[1071, 1374], [703, 1852]]",5000,0.6216546408461696,0.6703258005890194,58,-0.0013999999999999,-0.0011321479596123,-0.0046286402618866,0.0027719967515177,43,real_v3_1_fixed_smoke3000
no_counter_no_losses,0.5808,0.5774979089879502,"[[1045, 1400], [696, 1859]]",5000,0.620113735047763,0.6694379186217936,55,-0.0051999999999999,-0.0050792583610467,-0.0061695460602932,0.0018841147842919,43,real_v3_1_fixed_smoke3000
full,0.588,0.586615531652433,"[[1220, 1242], [818, 1720]]",5000,0.6270642369212983,0.6659654043274551,64,0.0,0.0,0.0,0.0,44,real_v3_1_fixed_smoke3000
no_counter,0.5924,0.590773292261444,"[[1191, 1271], [767, 1771]]",5000,0.6343984114089718,0.6627533861994905,58,0.0044,0.004157760609011,0.0073341744876734,-0.0032120181279645,44,real_v3_1_fixed_smoke3000
no_counter_no_losses,0.5928,0.5911612218887052,"[[1190, 1272], [764, 1774]]",5000,0.6312999355371065,0.6640640892109189,55,0.0048,0.0045456902362722,0.0042356986158081,-0.0019013151165362,44,real_v3_1_fixed_smoke3000
