profile,real_v3_1_fixed_smoke3000,real_v3_2_combatfix_smoke3000
full,0.5816,0.5953333333333334
no_counter,0.5848666666666666,0.6015333333333334
no_counter_no_losses,0.5832666666666667,0.5954666666666667
