feature,importance
diff_income,158.65370178222656
diff_workers,134.5021514892578
diff_raw_army_power,73.28319549560547
tech_diff,54.739715576171875
p2_num_unit_types,48.127601623535156
p2_scout,45.37404251098633
diff_income_60s,41.9340934753418
p1_num_unit_types,40.8670539855957
diff_income_120s,39.26260757446289
diff_matchup_power,37.16695022583008
p1_scout,36.962223052978516
diff_combat_score,36.05506134033203
diff_raw_army_power_120s,34.62654113769531
p2_tech_level,33.439727783203125
diff_sq,33.3969612121582
p1_raw_army_power,32.78770065307617
loss_trade_ratio,31.5081729888916
p2_raw_army_power,29.40636444091797
p2_sq,29.290603637695312
p1_army_entropy,28.898303985595703
army_supply_ratio_diff,28.278207778930664
p1_tech_level,27.709869384765625
p2_workers,27.56578254699707
p2_recent_losses,27.194961547851562
p2_combat,26.769441604614258
p1_recent_losses,26.516054153442383
p1_workers,26.15831756591797
counter_advantage_p1,25.60603141784668
phase,25.241487503051758
p2_epm,25.186521530151367
counter_advantage_p2,24.50615119934082
p1_combat,23.40241813659668
p1_army_to_worker_ratio,23.32320213317871
p2_army_entropy,22.65170669555664
counter_advantage_diff,22.64154815673828
p2_army_supply_ratio,22.604543685913086
p1_sq,22.594148635864258
p2_army_to_worker_ratio,22.445478439331055
income_per_worker_diff,21.994388580322266
diff_combat_120s,21.87729263305664
p1_army_supply_ratio,21.320371627807617
counter_advantage_diff_120s,19.694011688232422
diff_combat_vol_120,19.620630264282227
income_momentum_15,19.483585357666016
counter_advantage_vol_120,19.34210205078125
diff_raw_army_power_vol_120,18.793128967285156
diff_workers_120s,18.271188735961914
diff_income_vol_120,17.48797035217285
p1_income_per_worker,17.0388240814209
delta_combat_p2,16.895723342895508
diff_sq_vol_120,16.460983276367188
diff_workers_vol_120,16.110652923583984
p2_income_per_worker,16.077550888061523
raw_power_momentum_15,15.841474533081055
counter_advantage_diff_60s,15.20682430267334
diff_combat_60s,14.681046485900879
delta_combat_p1,13.980047225952148
p1_worker_growth_ratio,13.868637084960938
diff_epm,13.779183387756348
p1_epm,13.637371063232422
diff_workers_60s,13.033493995666504
diff_sq_60s,12.62786865234375
sq_momentum_15,12.446388244628906
p2_worker_growth_ratio,12.394193649291992
diff_raw_army_power_60s,12.283344268798828
combat_momentum_15,11.732643127441406
delta_workers_p1,11.541447639465332
economic_momentum_15,11.001880645751953
diff_sq_120s,10.802509307861328
delta_sq_p2,10.7064847946167
counter_advantage_momentum_15,10.154340744018555
delta_workers_p2,10.124942779541016
delta_sq_p1,9.064414978027344
