feature,importance
diff_workers,0.058950525
diff_income,0.043070428
diff_combat_score,0.029195229
p2_scout,0.022365687
p1_tech_level,0.022143312
p2_workers,0.021774955
tech_diff,0.021695735
p1_scout,0.020878697
p1_army_entropy,0.020521907
p1_num_unit_types,0.020259291
p2_tech_level,0.019979544
diff_combat_120s,0.019903474
p2_num_unit_types,0.019593729
army_supply_ratio_diff,0.019564498
loss_trade_ratio,0.018807165
p1_army_to_worker_ratio,0.018298617
diff_sq,0.0182015
counter_advantage_p2,0.01783413
counter_advantage_p1,0.017818904
p2_army_entropy,0.01756418
phase,0.017455297
p2_sq,0.017118359
p2_combat,0.017002698
p1_army_supply_ratio,0.016654428
counter_advantage_diff,0.01637003
p1_combat,0.01618988
counter_advantage_vol_120,0.016060548
diff_combat_vol_120,0.016019698
diff_income_120s,0.015928738
delta_workers_p1,0.01588224
p1_workers,0.015845438
p2_army_supply_ratio,0.015749514
p1_recent_losses,0.015589737
diff_income_60s,0.014644792
p2_army_to_worker_ratio,0.014491423
p2_income_per_worker,0.0142509155
diff_combat_60s,0.013423704
p1_epm,0.013064649
counter_advantage_diff_120s,0.012953999
diff_workers_120s,0.012501733
p1_income_per_worker,0.012343813
diff_income_vol_120,0.01225531
p2_recent_losses,0.012218222
delta_combat_p2,0.012211705
p1_sq,0.012147297
p2_epm,0.01205009
income_per_worker_diff,0.011991368
diff_epm,0.0116152335
income_momentum_15,0.011081407
counter_advantage_diff_60s,0.010721911
diff_workers_vol_120,0.010139459
diff_workers_60s,0.010071538
p1_worker_growth_ratio,0.009766014
diff_sq_60s,0.009557507
combat_momentum_15,0.009167322
diff_sq_vol_120,0.009040943
sq_momentum_15,0.008617159
p2_worker_growth_ratio,0.007644532
delta_sq_p2,0.007146575
delta_sq_p1,0.00687822
economic_momentum_15,0.006443325
diff_sq_120s,0.0059383092
delta_combat_p1,0.005333431
delta_workers_p2,0.0
