model,accuracy,accuracy,balanced_accuracy,balanced_accuracy,roc_auc,roc_auc,log_loss,log_loss
,mean,std,mean,std,mean,std,mean,std
rf,0.5935853680149877,0.009074906017463148,0.5933646901919908,0.006539577802197597,0.6371340296754726,0.010259746028059779,0.6632605328088848,0.007177685511901439
xgb,0.5884448978213681,0.010506931536066287,0.5872001826823208,0.006012417456382914,0.6336591278961967,0.006898129064096819,0.6665613572738588,0.008201944540765631
