model_name,runs,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,log_loss_mean,log_loss_std
logreg,2,0.591077525199329,0.016913565272751223,0.5913953182245767,0.015965291612270796,0.6340316678212881,0.020104545613217013,0.6615470690850365,0.009465051845354858
