profile,accuracy,balanced_accuracy,confusion_matrix,n_rows,roc_auc,log_loss,n_features,delta_accuracy_vs_full,delta_balanced_accuracy_vs_full,delta_roc_auc_vs_full,delta_log_loss_vs_full
full,0.586,0.5825771673489969,"[[1044, 1401], [669, 1886]]",5000,0.6262832811080563,0.6675538038375016,64,0.0,0.0,0.0,0.0
no_counter,0.5846,0.5814450193893845,"[[1071, 1374], [703, 1852]]",5000,0.6216546408461696,0.6703258005890194,58,-0.0013999999999999568,-0.0011321479596123618,-0.004628640261886696,0.0027719967515177357
no_counter_no_losses,0.5808,0.5774979089879502,"[[1045, 1400], [696, 1859]]",5000,0.620113735047763,0.6694379186217936,55,-0.005199999999999982,-0.0050792583610467235,-0.006169546060293296,0.001884114784291957
