feature,importance
diff_income,0.04266971133405984
diff_workers,0.034720981888232666
p2_scout,0.03269202008219054
p1_scout,0.029405601802881966
diff_sq,0.023121102123312236
diff_sq_vol_120,0.020732216665176655
diff_income_vol_120,0.020595225196856113
diff_income_120s,0.020339135860207767
p2_sq,0.019959842547757324
income_per_worker_diff,0.019232526035844986
diff_income_60s,0.019183969197084053
p1_sq,0.019008187785267607
p2_income_per_worker,0.01864396560800449
p1_income_per_worker,0.018642439708388785
army_supply_ratio_diff,0.01819131413171931
diff_sq_120s,0.018159550087806144
diff_workers_vol_120,0.01799202319127941
diff_sq_60s,0.017936905707526984
diff_raw_army_power,0.017342278237350597
delta_sq_p2,0.01714002919617355
income_momentum_15,0.017045139839584465
delta_sq_p1,0.01698534479900326
sq_momentum_15,0.016737646487483448
diff_combat_score,0.01658955424604531
diff_matchup_power,0.016572112152727442
diff_combat_vol_120,0.016348278213688366
diff_raw_army_power_vol_120,0.01617562667564525
diff_epm,0.016067917956656925
p2_epm,0.015947804774126065
p2_army_entropy,0.015791960335619432
p2_workers,0.015763481953038117
p1_army_entropy,0.015521648135636423
diff_combat_120s,0.015503217873050883
p1_workers,0.01538750651157098
p1_epm,0.01538584289660471
diff_combat_60s,0.01487832472050759
p1_combat,0.014750546115537774
p2_combat,0.014708069990673825
p1_army_supply_ratio,0.014598416465844088
p2_army_to_worker_ratio,0.014587732879448083
p2_army_supply_ratio,0.014570190610271292
p1_army_to_worker_ratio,0.014544203947738863
diff_raw_army_power_120s,0.014408583192624126
p1_raw_army_power,0.013627026419028618
p2_raw_army_power,0.013440761875063179
diff_raw_army_power_60s,0.013381356307649035
diff_workers_120s,0.012575305623522983
delta_combat_p2,0.01244796281421962
combat_momentum_15,0.012374838602523594
delta_combat_p1,0.01232823552615281
raw_power_momentum_15,0.010911125843317234
p2_worker_growth_ratio,0.010800227408191318
p1_worker_growth_ratio,0.010739995109333163
diff_workers_60s,0.010435258678121085
loss_trade_ratio,0.009195623474300283
p1_recent_losses,0.007616171072427331
p2_recent_losses,0.007045587378439282
economic_momentum_15,0.006667968720475533
p2_num_unit_types,0.005351333326513125
p1_num_unit_types,0.005129446258963842
delta_workers_p1,0.004901072227381367
delta_workers_p2,0.004869999357389704
tech_diff,0.004589505988969453
p2_tech_level,0.002970927819163574
p1_tech_level,0.002906451137761735
phase,0.0011156418708446545
