profile,accuracy,balanced_accuracy,confusion_matrix,n_rows,roc_auc,log_loss,n_features,delta_accuracy_vs_full,delta_balanced_accuracy_vs_full,delta_roc_auc_vs_full,delta_log_loss_vs_full
no_counter,0.58225,0.5774835725649674,"[[1767, 2070], [1272, 2891]]",8000,0.6252168366332819,0.6669425020775466,66,-0.0010000000000000009,-0.0009812544343166252,0.006600397873193331,-0.0019897942321527307
no_counter_no_losses,0.58575,0.5808873497497188,"[[1771, 2066], [1248, 2915]]",8000,0.6203356686487707,0.6688546612537245,63,0.0024999999999999467,0.0024225227504347524,0.0017192298886821167,-7.763505597480069e-05
full,0.58325,0.578464826999284,"[[1769, 2068], [1266, 2897]]",8000,0.6186164387600885,0.6689322963096993,73,0.0,0.0,0.0,0.0
