feature,importance
diff_income,0.042175113218601595
diff_workers,0.0357571379049622
p2_scout,0.033185091666697177
p1_scout,0.03112413809939882
diff_sq,0.0253594609129081
diff_combat_score,0.023782446228738516
diff_sq_vol_120,0.022929953396748734
diff_income_vol_120,0.022793561874709163
p2_sq,0.02204972829999591
diff_income_120s,0.022013726156079497
p1_sq,0.021245754852686875
diff_income_60s,0.02115322329928317
income_per_worker_diff,0.02108919275666278
army_supply_ratio_diff,0.020852959332157535
p1_income_per_worker,0.020695376207501198
p2_income_per_worker,0.02065677520282791
diff_sq_120s,0.0202167505515903
diff_combat_120s,0.020211944090297834
diff_workers_vol_120,0.02008533235849518
diff_sq_60s,0.020059440577533717
diff_combat_vol_120,0.019606942355904135
p2_combat,0.01921973645403684
delta_sq_p2,0.019130808032787182
delta_sq_p1,0.01900976177755606
p1_combat,0.019007627008226686
income_momentum_15,0.018877173354575356
sq_momentum_15,0.018728840838052593
diff_combat_60s,0.018574748686886
p1_army_entropy,0.017743560971441842
diff_epm,0.017713246123474188
p2_army_entropy,0.017697925213900758
p2_epm,0.017535284915320335
p2_workers,0.017499674766028216
p2_army_supply_ratio,0.017255601136545416
p1_workers,0.017253946812363547
p2_army_to_worker_ratio,0.017219807850248608
p1_epm,0.017194050438935484
p1_army_supply_ratio,0.017026524505528853
p1_army_to_worker_ratio,0.016990199092023938
combat_momentum_15,0.016294046412512444
delta_combat_p2,0.01592093748785013
delta_combat_p1,0.015846736309307764
diff_workers_120s,0.014036326754807324
p1_worker_growth_ratio,0.012134404609465313
p2_worker_growth_ratio,0.012072964508958598
diff_workers_60s,0.011663694923274353
loss_trade_ratio,0.010372367839110655
p1_recent_losses,0.008515238326389892
p2_recent_losses,0.007889513916355107
economic_momentum_15,0.007484509588068658
p2_num_unit_types,0.006135759013897816
p1_num_unit_types,0.0060250614550617166
delta_workers_p1,0.005552623382890129
delta_workers_p2,0.005529345341726489
tech_diff,0.005450122051704918
p2_tech_level,0.00354020166048087
p1_tech_level,0.0034100898708054636
phase,0.0014034892256202004
