feature,importance
p2_scout,0.04093771652441923
diff_income,0.03839061728872508
p1_scout,0.03462407431376178
diff_workers,0.022931235993925395
diff_income_vol_120,0.021015763690060734
counter_advantage_diff,0.020504088288120594
counter_advantage_p2,0.02034008712551492
diff_sq_vol_120,0.02031630067478908
diff_combat_score,0.020123782334694144
p1_workers,0.019987887415935143
diff_income_120s,0.019123376236931344
p1_sq,0.018926178235470506
p1_combat,0.018775912211258395
income_per_worker_diff,0.01866133179202684
p2_income_per_worker,0.018614100051108185
army_supply_ratio_diff,0.01849019680895263
diff_workers_vol_120,0.01830972478662563
p2_army_entropy,0.017997407520182206
counter_advantage_vol_120,0.017919573305039946
p2_sq,0.017878215546176184
diff_sq,0.01781894809594747
p1_income_per_worker,0.017528219319069355
p1_army_entropy,0.017418112016593594
p2_workers,0.017271617763830363
p2_army_supply_ratio,0.01705639144875635
p1_army_supply_ratio,0.016952656930576956
p2_army_to_worker_ratio,0.016903967411927182
diff_combat_120s,0.016896030991280966
p2_combat,0.016880885869980457
diff_epm,0.016603049605502827
diff_sq_120s,0.01631493015248499
counter_advantage_p1,0.016292544742740146
diff_income_60s,0.016181332539181047
p1_army_to_worker_ratio,0.0161807659477166
diff_combat_vol_120,0.016007567132574414
loss_trade_ratio,0.015911767781817094
delta_sq_p2,0.015651810948110058
p1_epm,0.015384402329520723
diff_sq_60s,0.015383136398675503
delta_sq_p1,0.01506821567880946
income_momentum_15,0.01497568548562004
counter_advantage_diff_120s,0.01496498182801675
sq_momentum_15,0.014618645550744842
p2_epm,0.014182766371854574
counter_advantage_diff_60s,0.014178636711754506
diff_combat_60s,0.013603280602186286
combat_momentum_15,0.012300713891950294
delta_combat_p2,0.011785716840322358
diff_workers_120s,0.011186165847704226
delta_combat_p1,0.011074638255140722
p1_worker_growth_ratio,0.010843460003466823
p2_worker_growth_ratio,0.010541792352598047
p2_recent_losses,0.009913993157283849
diff_workers_60s,0.009277446901520174
p1_recent_losses,0.007573160886286744
tech_diff,0.007333443081951366
p1_num_unit_types,0.007058783975412909
economic_momentum_15,0.005667192736996004
p2_num_unit_types,0.005153633365149544
delta_workers_p1,0.004825115070634306
p2_tech_level,0.004793644813821236
delta_workers_p2,0.0047925629068751655
p1_tech_level,0.004327115813844362
phase,0.0014535003000513223
