dataset_name,profile,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,log_loss_mean,log_loss_std,n_runs,n_features_mean
real_v3_1_fixed_smoke3000,no_counter,0.5848666666666666,0.007403602726601,0.6251679898746813,0.008069362463453,0.6691060378516857,0.0058391160616069,3,58.0
real_v3_1_fixed_smoke3000,no_counter_no_losses,0.5832666666666667,0.0085704920123253,0.6228157409648324,0.0075071998494931,0.6697410659909938,0.0058344600662662,3,55.0
real_v3_1_fixed_smoke3000,full,0.5816,0.0094063808130438,0.6224572314140242,0.0073136713090463,0.6702774054134798,0.0061445530239446,3,64.0
real_v3_2_combatfix_smoke3000,no_counter,0.6015333333333334,0.0113443084114164,0.6268306751875902,0.0119212069699006,0.6640122675134749,0.0028882971217471,3,66.0
real_v3_2_combatfix_smoke3000,full,0.5953333333333334,0.0004618802153517,0.6217089198809633,0.0057020570031042,0.6656411550723416,0.001083232478567,3,73.0
real_v3_2_combatfix_smoke3000,no_counter_no_losses,0.5954666666666667,0.0065858434033412,0.6218049029277761,0.0086298372296877,0.666387404549075,0.0017482436546037,3,63.0
