dataset_name,profile,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,log_loss_mean,log_loss_std,n_runs,n_features_mean
real_v3_1_fixed_smoke3000,no_counter,0.5848666666666666,0.007403602726601031,0.5843588061996853,0.0055628535960215875,0.6251679898746813,0.008069362463453066,0.6691060378516857,0.005839116061606967,3,58.0
real_v3_1_fixed_smoke3000,no_counter_no_losses,0.5832666666666667,0.008570492012325357,0.5827072801421548,0.007386945146846659,0.6228157409648324,0.00750719984949319,0.6697410659909938,0.005834460066266258,3,55.0
real_v3_1_fixed_smoke3000,full,0.5816,0.009406380813043833,0.5810625044200562,0.006445252494984573,0.6224572314140242,0.007313671309046387,0.6702774054134798,0.006144553023944609,3,64.0
real_v3_2_combatfix_smoke3000,no_counter,0.6015333333333334,0.011344308411416454,0.5910624253682748,0.013246376632439633,0.6268306751875902,0.011921206969900686,0.6640122675134749,0.002888297121747193,3,66.0
real_v3_2_combatfix_smoke3000,no_counter_no_losses,0.5954666666666667,0.006585843403341235,0.5847881324249906,0.00817302224284106,0.6218049029277761,0.008629837229687704,0.666387404549075,0.0017482436546037692,3,63.0
real_v3_2_combatfix_smoke3000,full,0.5953333333333334,0.00046188021535172985,0.5845988144214441,0.004615943616797258,0.6217089198809633,0.005702057003104293,0.6656411550723416,0.0010832324785670759,3,73.0
