feature,importance
p2_scout,0.07147821192027588
diff_income,0.04311173532070729
p1_scout,0.03447575500950442
diff_workers,0.02997135738763672
p1_workers,0.02567109910280949
diff_combat_score,0.025310047964963042
diff_combat_vol_120,0.024711552832541082
p2_army_entropy,0.023700482373464095
counter_advantage_p1,0.022152437678904076
diff_income_vol_120,0.021390230255546164
counter_advantage_p2,0.020523220242261015
counter_advantage_diff,0.020449731734434973
loss_trade_ratio,0.02044625188866585
p1_army_entropy,0.0200266458659321
p1_combat,0.019933403375050132
p1_army_supply_ratio,0.019708242160820788
p2_army_to_worker_ratio,0.019614795414757767
army_supply_ratio_diff,0.01961337385988824
p2_workers,0.01960622913001707
p1_army_to_worker_ratio,0.018934163603299248
p2_sq,0.018469571105332972
diff_sq_vol_120,0.018458717819398337
counter_advantage_vol_120,0.01840191808855853
p1_sq,0.01814363977217663
diff_combat_120s,0.017988713513130982
p2_recent_losses,0.017329124248145124
p2_army_supply_ratio,0.01732701094673772
p2_combat,0.017027845454797505
diff_workers_vol_120,0.015984603504222632
p2_income_per_worker,0.014729638209531814
p1_income_per_worker,0.014687181780147001
income_per_worker_diff,0.013853897414693549
counter_advantage_diff_120s,0.013485068651434812
diff_income_120s,0.01348237321080395
diff_sq,0.012912072114279364
diff_combat_60s,0.011919031066191991
diff_epm,0.011659525214865107
counter_advantage_diff_60s,0.011607300225020692
p2_epm,0.010617664426807364
diff_workers_120s,0.010284830521406987
diff_sq_120s,0.010171663810401703
p1_epm,0.009992726342775414
diff_income_60s,0.009879793621873025
p1_num_unit_types,0.009690346510296932
income_momentum_15,0.009503342049163479
sq_momentum_15,0.009344780576776702
p2_tech_level,0.009255953319648583
diff_sq_60s,0.009201638036915614
delta_sq_p2,0.009166775251805138
p2_num_unit_types,0.008615360227789646
delta_sq_p1,0.008477780336711373
tech_diff,0.008325781561494956
delta_combat_p2,0.008240788116606229
delta_combat_p1,0.007861600702839665
p1_worker_growth_ratio,0.007384226916137805
combat_momentum_15,0.007175825019502906
diff_workers_60s,0.0070586421560608825
p2_worker_growth_ratio,0.006944765022840554
p1_recent_losses,0.0061156049205415355
p1_tech_level,0.005954362646947029
economic_momentum_15,0.0036701917433599827
delta_workers_p2,0.0032615503916988593
delta_workers_p1,0.0031148070143035642
phase,0.0023929992943459676
