feature,dtype,nan_count,inf_count,zero_ratio,unique_count,mean,std,min,max,outlier_ratio,constant_flag,near_constant_flag
army_supply_ratio_diff,float64,0,0,0.10010473031942747,37820,-2.377737401109384e-05,0.14252998243155837,-0.631578947368421,0.6215306980656012,0.07596439169139466,False,False
combat_momentum_15,float64,0,0,0.1392040495723512,43429,0.0006964797672017433,0.15645181463855093,-3.1359453666333668,2.0816979937162445,0.14828067725606564,False,False
counter_advantage_diff,float64,0,0,0.22391342293593997,27250,-0.001998516971342099,0.24412502007706086,-0.910059171597633,0.85,0.1655611799615989,False,False
counter_advantage_diff_120s,float64,0,0,0.20178041543026706,33831,0.0009084425090731632,0.26741473604313193,-1.5949999999999998,1.565,0.17690696456624191,False,False
counter_advantage_diff_60s,float64,0,0,0.22331995112585093,34564,0.00027740705830776966,0.2211984991850479,-1.5949999999999998,1.5275,0.20185023564321872,False,False
counter_advantage_p1,float64,0,0,0.3257811136323966,21310,0.14466352730626708,0.1684993230391375,0.0,0.85,0.028521556990748823,False,False
counter_advantage_p2,float64,0,0,0.31913073834875194,21298,0.14666204427760918,0.16909379574830638,0.0,0.910059171597633,0.029219759120265316,False,False
counter_advantage_vol_120,float64,0,0,0.1921103159364636,40771,0.08902952406027079,0.09601685838998895,0.0,0.7497056271863258,0.03412462908011869,False,False
delta_combat_p1,float64,0,0,0.21598882876592773,36576,0.030034695366726843,0.1292346119713841,-3.272396835164836,2.071528563134978,0.1471111886891255,False,False
delta_combat_p2,float64,0,0,0.21970675510560309,36325,0.029338215599525104,0.13659726601520772,-2.871998178675793,2.597,0.15096875545470415,False,False
delta_sq_p1,float64,0,0,0.0006632920230406703,56710,0.9724639494300887,23.4390343078464,-120.08179377289758,133.29839738240938,0.026287310176296038,False,False
delta_sq_p2,float64,0,0,0.0008203875021818817,56757,0.9403796622776267,23.057616836513038,-112.0836592171021,135.07102233465076,0.024786175597835573,False,False
delta_workers_p1,float64,0,0,0.3379472857392215,44,0.8924943271076977,1.8592859207732813,-29.0,20.0,0.03152382614766975,False,False
delta_workers_p2,float64,0,0,0.3465526269855123,44,0.8874149066154652,1.860360341975344,-37.0,16.0,0.03166346657357305,False,False
diff_combat_120s,float64,0,0,0.10104730319427474,44091,0.004324676551689466,0.366757032279616,-3.598876824168462,3.691787358523596,0.13943096526444407,False,False
diff_combat_60s,float64,0,0,0.10139640425903299,44569,0.002324515463387019,0.2840267731083288,-3.69904548,3.8377249770445054,0.1252749170884971,False,False
diff_combat_score,float64,0,0,0.10179787048350497,42773,0.006938839724298297,0.5810955722341667,-4.942534325636007,5.5061040000000006,0.17853028451736777,False,False
diff_combat_vol_120,float64,0,0,0.09376854599406528,46956,0.10906224258570148,0.12322994517510183,0.0,1.5162740705577662,0.06620701693140164,False,False
diff_epm,float64,0,0,0.02351195671146797,650,0.3466573573049398,105.8007564036916,-1872.0,3476.0,0.034211904346308254,False,False
diff_income,int64,0,0,0.013580031419095829,1726,-1.353971024611625,453.6949821322484,-3887.0,3416.0,0.10226915692092861,False,False
diff_income_120s,float64,0,0,0.008849711991621574,2423,-0.5582475126549136,477.8315581457113,-4285.0,3657.0,0.09540932099842904,False,False
diff_income_60s,float64,0,0,0.010315936463606214,2084,0.6853203002269157,431.0958607253148,-3987.0,3740.0,0.09118519811485425,False,False
diff_income_vol_120,float64,0,0,0.0,55502,195.17427365892897,152.4059304412463,13.199326582148888,1505.7559522227766,0.03799965089893524,False,False
diff_sq,float64,0,0,3.491010647582475e-05,57235,0.6035474765054722,32.739826350972784,-154.36667517500854,177.28323041565733,0.01843253621923547,False,False
diff_sq_120s,float64,0,0,0.0,57289,0.07230187417605244,42.475664024357854,-205.065098351976,215.88128743052172,0.0179088846220981,False,False
diff_sq_60s,float64,0,0,8.727526618956188e-05,57286,0.00016764858886274993,40.91327945672717,-230.5260576082608,203.4970183426324,0.01836271600628382,False,False
diff_sq_vol_120,float64,0,0,0.0,57289,24.693810509256338,9.165557794703586,0.936854819412818,80.77616757702378,0.01673939605515797,False,False
diff_workers,int64,0,0,0.10467795426776051,90,0.0650200733112236,7.574348045551842,-46.0,49.0,0.10233897713388025,False,False
diff_workers_120s,float64,0,0,0.11780415430267062,92,0.020771513353115726,6.226004795504639,-46.0,63.0,0.057200209460638855,False,False
diff_workers_60s,float64,0,0,0.15269680572525746,74,0.01831035084657008,4.812949014346634,-39.0,47.0,0.07825100366556118,False,False
diff_workers_vol_120,float64,0,0,0.019200558561703614,2179,2.192335235783266,1.7086386794749922,0.0,23.99536992375358,0.03758072962122534,False,False
economic_momentum_15,float64,0,0,0.32293593995461684,52,0.005079420492232502,2.423755838174002,-29.0,33.0,0.06184325362192355,False,False
income_momentum_15,float64,0,0,0.01865945191132833,1392,0.399598533775528,247.69363192524366,-2475.0,2273.0,0.07961249781811834,False,False
income_per_worker_diff,float64,0,0,0.0037528364461511606,50715,-0.10945958425037128,7.807727574738172,-533.875,61.275,0.03595740967009949,False,False
loss_trade_ratio,float64,0,0,0.4190434630825624,1015,1.6781167513878714,4.222357823610475,0.0,217.0,0.08458718799092338,False,False
p1_army_entropy,float64,0,0,0.23786001047303193,9336,0.9723086309479284,0.6882480525470679,0.0,3.0,0.0,False,False
p1_army_supply_ratio,float64,0,0,0.11218362716006283,5599,0.25102285536541225,0.16778215758860762,0.0,0.8404255319148937,0.001344039099319253,False,False
p1_army_to_worker_ratio,float64,0,0,0.11218362716006283,5599,0.4200927850157668,0.4001244580946439,0.0,5.266666666666667,0.054983417699423984,False,False
p1_combat,float64,0,0,0.11218362716006283,35022,0.6804502755285518,0.9398591412981175,0.0,7.615001405940594,0.10244370745330773,False,False
p1_epm,float64,0,0,0.0005061965438994589,270,143.86357130389248,93.06118292713029,0.0,3736.0,0.02630476522953395,False,False
p1_income_per_worker,float64,0,0,0.00031419095828242276,12373,50.82051265811934,6.00253999675797,0.0,85.5925925925926,0.058980624890905914,False,False
p1_num_unit_types,int64,0,0,0.11218362716006283,9,2.5869959853377553,1.6380106793464546,0.0,8.0,0.0014313143655088148,False,False
p1_recent_losses,int64,0,0,0.41097922848664686,133,3.394658753709199,10.871405106830338,0.0,717.0,0.0736254145575144,False,False
p1_scout,float64,0,0,0.0,56102,24.157934919123406,9.84131122191169,0.8999999999999999,64.75438311688312,0.0038750218188165473,False,False
p1_sq,float64,0,0,0.0,51503,-63.59280818765776,35.436839819644476,-222.42099843160247,119.2263330899784,0.007174026880781986,False,False
p1_tech_level,int64,0,0,0.1919881305637982,4,1.3987606912201083,0.953209941277323,0.0,3.0,0.0,False,False
p1_worker_growth_ratio,float64,0,0,0.3379472857392215,956,0.026676748899723532,0.04640772172711012,-0.5789473684210527,0.5714285714285714,0.040356083086053415,False,False
p1_workers,int64,0,0,0.0,108,43.21296910455577,19.61923968626239,3.0,111.0,6.98202129516495e-05,False,False
p2_army_entropy,float64,0,0,0.2395182405306336,9074,0.975367509098313,0.6898966620074225,0.0,2.94770277922009,0.0,False,False
p2_army_supply_ratio,float64,0,0,0.11223599231977657,5608,0.25104663273942335,0.16692090712939137,0.0,1.0,0.001448769418746727,False,False
p2_army_to_worker_ratio,float64,0,0,0.11223599231977657,5608,0.4249147816110344,0.5919200935973403,0.0,59.0,0.05428521556990749,False,False
p2_combat,float64,0,0,0.11223599231977657,34765,0.6735114358042533,0.9162680388794345,0.0,8.251622387096775,0.100994938034561,False,False
p2_epm,float64,0,0,0.000558561703613196,221,143.51691394658755,75.5738358791555,0.0,2196.0,0.022202827718624543,False,False
p2_income_per_worker,float64,0,0,0.0007156571827544074,12225,50.929972242369715,6.4335504743224,0.0,559.0,0.05829987781462734,False,False
p2_num_unit_types,int64,0,0,0.11223599231977657,10,2.5843253621923545,1.6153270367931094,0.0,9.0,0.001902600802932449,False,False
p2_recent_losses,int64,0,0,0.4190434630825624,161,3.5116076104032117,12.893890728058967,0.0,952.0,0.0757549310525397,False,False
