feature,dtype,nan_count,inf_count,zero_ratio,unique_count,mean,std,min,max,outlier_ratio,constant_flag,near_constant_flag
diff_income_120s,float64,0,0,0.00881399870382372,1334,-10.168243681140636,460.3015756287145,-2990.0,3174.0,0.09034348671419314,False,False
diff_income_60s,float64,0,0,0.010758263123784835,1164,-4.46947504860661,411.64988130824946,-2600.0,2525.0,0.09747245625405056,False,False
diff_income_vol_120,float64,0,0,0.0,7637,187.16566714200306,146.69984319582537,16.03314468203483,1145.912941342318,0.04938431626701231,False,False
diff_sq,float64,0,0,0.00012961762799740766,7703,0.1336586699614108,31.871639778766184,-142.23561331337606,142.58597317311566,0.018664938431626702,False,False
diff_sq_120s,float64,0,0,0.0,7715,-0.6443451671839845,42.201688428445706,-178.82255259268342,188.9832053390085,0.019183408943616333,False,False
diff_sq_60s,float64,0,0,0.0006480881399870382,7711,-0.22849580484965631,40.457282348268315,-152.24762247513175,161.16827721291844,0.015813350615683733,False,False
diff_sq_vol_120,float64,0,0,0.0,7715,24.551189150542196,8.963642193309932,0.936854819412818,62.94755416759697,0.01153596889176928,False,False
diff_workers,int64,0,0,0.10952689565780946,62,-0.18392741412832145,6.8567513081153795,-26.0,38.0,0.08541801685029164,False,False
diff_workers_120s,float64,0,0,0.11613739468567726,64,-0.10278677900194426,5.970321227260963,-29.0,40.0,0.05171743357096565,False,False
diff_workers_60s,float64,0,0,0.16189241736876214,51,-0.0390149060272197,4.55606699924317,-28.0,40.0,0.07141931302657162,False,False
diff_workers_vol_120,float64,0,0,0.020090732339598186,979,2.104521703157545,1.6134684929795846,0.0,16.639978632464913,0.043292287751134154,False,False
economic_momentum_15,float64,0,0,0.328451069345431,34,-0.018276085547634477,2.3154300613904955,-16.0,17.0,0.05845755022683085,False,False
income_momentum_15,float64,0,0,0.021646143875567077,800,-0.9633182112767337,239.5748023024207,-2033.0,1909.0,0.07815942968243682,False,False
income_per_worker_diff,float64,0,0,0.0031108230719377834,7416,-0.15474672377984589,7.440447475680072,-70.61538461538461,61.275,0.033700583279325985,False,False
loss_trade_ratio,float64,0,0,0.40738820479585225,339,1.7861780006826384,3.8944213742026697,0.0,109.33333333333331,0.09267660401814647,False,False
p1_army_entropy,float64,0,0,0.24666234607906676,1713,0.9911869490747623,0.7135692802251705,0.0,3.0,0.0,False,False
p1_army_supply_ratio,float64,0,0,0.1103046014257939,1904,0.24018692230797622,0.16062906244540828,0.0,0.6944444444444444,0.0010369410239792613,False,False
p1_army_to_worker_ratio,float64,0,0,0.1103046014257939,1904,0.3891125774111068,0.3599311246248626,0.0,2.272727272727273,0.053920933246921585,False,False
p1_combat,float64,0,0,0.1103046014257939,5250,0.6087452127260686,0.8191038947314516,0.0,6.675987817258882,0.09941672067401167,False,False
p1_epm,float64,0,0,0.0015554115359688917,122,138.98172391445237,72.72241542214978,0.0,1672.0,0.022423849643551524,False,False
p1_income_per_worker,float64,0,0,0.0,4255,50.53173154910107,6.178567955347678,2.4615384615384617,72.375,0.07167854828256642,False,False
p1_num_unit_types,int64,0,0,0.1103046014257939,9,2.6346079066753076,1.6923381034168674,0.0,8.0,0.0012961762799740765,False,False
p1_recent_losses,int64,0,0,0.4410887880751782,51,2.6176279974076473,5.010618781088831,0.0,110.0,0.10369410239792612,False,False
p1_scout,float64,0,0,0.0,7645,23.730826270255708,9.531459274215885,0.8999999999999999,54.59385194479297,0.005055087491898898,False,False
p1_sq,float64,0,0,0.0,7570,-65.1303121695073,34.6616604698545,-151.2991841410955,86.23041937969695,0.005703175631885936,False,False
p1_tech_level,int64,0,0,0.19987038237200258,4,1.4388852883992223,0.9889153879250796,0.0,3.0,0.0,False,False
p1_worker_growth_ratio,float64,0,0,0.3309138042773817,504,0.02723421604320678,0.04512623591793062,-0.3571428571428571,0.3939393939393939,0.0355152300712897,False,False
p1_workers,int64,0,0,0.0,88,42.31082307193778,18.58585054779856,6.0,95.0,0.0,False,False
p2_army_entropy,float64,0,0,0.23292287751134155,1772,0.9664020526546118,0.6815975202519082,0.0,2.8731406795131336,0.0,False,False
p2_army_supply_ratio,float64,0,0,0.11056383668178872,2034,0.2518133504060165,0.16244278257543807,0.0,0.6666666666666666,0.0,False,False
p2_army_to_worker_ratio,float64,0,0,0.11056383668178872,2034,0.4113306198436884,0.35749164895124946,0.0,2.0,0.03979261179520415,False,False
p2_combat,float64,0,0,0.11056383668178872,5213,0.6240211570116522,0.7816593407463114,0.0,4.480422869565218,0.09293583927414129,False,False
p2_epm,float64,0,0,0.0019442644199611147,123,142.9806869734284,69.14677617747262,0.0,936.0,0.02099805573558004,False,False
p2_income_per_worker,float64,0,0,0.0002592352559948153,4238,50.68647827288091,6.624282386840726,0.0,119.0,0.07401166558651977,False,False
p2_num_unit_types,int64,0,0,0.11056383668178872,10,2.5613739468567727,1.5989402698472481,0.0,9.0,0.002592352559948153,False,False
p2_recent_losses,int64,0,0,0.40738820479585225,73,3.4163318211276734,8.479632464592932,0.0,328.0,0.07699287103046014,False,False
p2_scout,float64,0,0,0.0,7605,23.258494953982154,9.527131709995405,1.2,49.53405994550408,0.0,False,False
p2_sq,float64,0,0,0.0,7587,-65.26397083946871,34.781219056924776,-170.14467280999304,70.21770571147763,0.007777057679844459,False,False
p2_tech_level,int64,0,0,0.19455605962410888,4,1.3765392093324693,0.9545786118887727,0.0,3.0,0.0,False,False
p2_worker_growth_ratio,float64,0,0,0.34128321451717436,505,0.02747233612346217,0.04630721337549472,-0.4102564102564102,0.3571428571428571,0.04186649384316267,False,False
p2_workers,int64,0,0,0.0,97,42.4947504860661,19.05696241845602,7.0,110.0,0.0007777057679844458,False,False
phase,int64,0,0,0.2828256642903435,3,0.8123136746597537,0.5854769656237842,0.0,2.0,0.0,False,False
sq_momentum_15,float64,0,0,0.001425793907971484,7705,0.05667233961028767,31.933188663512418,-139.867600890432,137.45628471424726,0.02268308489954634,False,False
tech_diff,int64,0,0,0.49254698639014904,7,0.06234607906675308,0.8311578536900791,-3.0,3.0,0.022294232015554114,False,False
