feature,dtype,nan_count,inf_count,zero_ratio,unique_count,mean,std,min,max,outlier_ratio,constant_flag,near_constant_flag
army_supply_ratio_diff,float64,0,0,0.09747245625405056,5957,-0.011626428098040218,0.14155652389947396,-0.4597701149425287,0.5588235294117647,0.06986390149060272,False,False
combat_momentum_15,float64,0,0,0.14530136098509397,6066,-0.00032027260413566773,0.147503616293536,-3.1359453666333668,1.2179483044610295,0.14309786130913804,False,False
counter_advantage_diff,float64,0,0,0.2237200259235256,4267,-8.719807811813039e-05,0.23839090441800742,-0.865,0.82,0.1692806221646144,False,False
counter_advantage_diff_120s,float64,0,0,0.20064808813998705,5004,-0.000769604176214055,0.2582387928599868,-1.535,1.1730555555555555,0.1832793259883344,False,False
counter_advantage_diff_60s,float64,0,0,0.22255346727154893,5054,-0.0011545227318556755,0.21261890840185282,-1.367142857142857,1.1625,0.19209332469215815,False,False
counter_advantage_p1,float64,0,0,0.31600777705767985,3491,0.14113112540791542,0.16405529758285803,0.0,0.82,0.03305249513933895,False,False
counter_advantage_p2,float64,0,0,0.3235255994815295,3412,0.14121832348603358,0.16785840302845292,0.0,0.865,0.037200259235255995,False,False
counter_advantage_vol_120,float64,0,0,0.19261179520414776,5693,0.08558220600741778,0.09337517516685868,0.0,0.5933863364682997,0.03836681788723267,False,False
delta_combat_p1,float64,0,0,0.2117952041477641,5275,0.02810846861647625,0.13076486798708056,-3.272396835164836,0.987413623210478,0.1510045366169799,False,False
delta_combat_p2,float64,0,0,0.220349967595593,5273,0.02842874122061192,0.12125304713280118,-1.745984524983974,1.6341531002331005,0.14504212572909916,False,False
delta_sq_p1,float64,0,0,0.0015554115359688917,7685,1.1177188578553114,23.23075029628356,-119.65651832166948,133.29839738240938,0.026053143227478936,False,False
delta_sq_p2,float64,0,0,0.0016850291639662995,7690,1.0610465182450237,23.150754558941994,-99.99015532517043,123.8812247892171,0.02864549578742709,False,False
delta_workers_p1,float64,0,0,0.3309138042773817,29,0.9108230719377836,1.7396177552379943,-15.0,16.0,0.0287751134154245,False,False
delta_workers_p2,float64,0,0,0.34128321451717436,30,0.929099157485418,1.7937543691183602,-16.0,13.0,0.031756318859364877,False,False
diff_combat_120s,float64,0,0,0.10123136746597537,6240,-0.0011013888642861433,0.35335279300653544,-2.827031317333333,2.840824368120301,0.13998703823720027,False,False
diff_combat_60s,float64,0,0,0.10304601425793908,6234,-0.000542076566808857,0.2733416166241344,-3.5468042195915803,1.703782596923077,0.12352559948152948,False,False
diff_combat_score,float64,0,0,0.10097213220998055,6064,-0.015275944285583452,0.5658280570483333,-2.949069565217392,4.696315556254917,0.18003888528839923,False,False
diff_combat_vol_120,float64,0,0,0.09436163318211277,6535,0.10583495117830297,0.11383758636008828,0.0,1.3494320880478483,0.05405055087491899,False,False
diff_epm,float64,0,0,0.026182760855476345,320,-3.998963058976021,85.69743157496659,-664.0,1408.0,0.03279325988334413,False,False
diff_income,int64,0,0,0.014776409591704473,960,-9.869734283862606,408.63731572803397,-2178.0,2430.0,0.08826960466623461,False,False
