feature,dtype,nan_count,inf_count,zero_ratio,unique_count,mean,std,min,max,outlier_ratio,constant_flag,near_constant_flag
delta_workers_p2,float64,0,0,0.3421934865900383,27,0.9442049808429118,1.8041867317444529,-14.0,13.0,0.032567049808429116,False,False
diff_combat_120s,float64,0,0,0.0821360153256705,3507,0.0007228377008019048,0.3608034220184221,-2.733370329780746,1.9855172239155137,0.13338122605363983,False,False
diff_combat_60s,float64,0,0,0.0828544061302682,3504,0.0022025936761830853,0.2844122900223893,-3.5468042195915803,1.5306063379738704,0.12284482758620689,False,False
diff_combat_score,float64,0,0,0.0821360153256705,3430,-0.003535311373774232,0.6528281561103746,-2.949069565217392,4.696315556254917,0.19133141762452108,False,False
diff_combat_vol_120,float64,0,0,0.07806513409961686,3633,0.11303132749835404,0.11366411005723857,0.0,1.3494320880478483,0.04885057471264368,False,False
diff_epm,float64,0,0,0.026340996168582376,262,-8.564176245210728,80.9455953919495,-664.0,668.0,0.030411877394636015,False,False
diff_income,int64,0,0,0.01293103448275862,805,-2.782567049808429,430.87385168385623,-1870.0,2430.0,0.07974137931034483,False,False
diff_income_120s,float64,0,0,0.008141762452107279,1058,-5.489224137931035,478.8901589247692,-2990.0,3174.0,0.0864463601532567,False,False
diff_income_60s,float64,0,0,0.009339080459770116,949,-2.0723180076628354,428.08666875582315,-2600.0,2525.0,0.09075670498084291,False,False
diff_income_vol_120,float64,0,0,0.0,4148,196.8686905953341,149.1575595214805,16.03314468203483,1145.912941342318,0.036159003831417624,False,False
diff_sq,float64,0,0,0.0,4170,1.2149032007142306,31.760147793246563,-142.23561331337606,142.58597317311566,0.018438697318007662,False,False
diff_sq_120s,float64,0,0,0.0,4176,-0.2652393855554432,42.25858560289394,-156.49926955206408,188.9832053390085,0.021312260536398467,False,False
diff_sq_60s,float64,0,0,0.0004789272030651341,4175,0.05711835847913624,40.63092005418856,-152.24762247513175,161.16827721291844,0.015565134099616858,False,False
diff_sq_vol_120,float64,0,0,0.0,4176,24.627203800681897,8.984335722353729,2.192115962337075,61.27407163049049,0.011015325670498084,False,False
diff_workers,int64,0,0,0.09147509578544061,58,-0.0806992337164751,7.103002727753669,-23.0,38.0,0.035201149425287355,False,False
diff_workers_120s,float64,0,0,0.09746168582375479,62,-0.11398467432950192,6.1286749853986615,-28.0,40.0,0.05316091954022988,False,False
diff_workers_60s,float64,0,0,0.14559386973180077,47,-0.06202107279693487,4.7299513623645515,-26.0,40.0,0.0763888888888889,False,False
diff_workers_vol_120,float64,0,0,0.013649425287356323,752,2.2207892288232864,1.6522155579830067,0.0,16.639978632464913,0.04645593869731801,False,False
economic_momentum_15,float64,0,0,0.30938697318007663,30,-0.032806513409961685,2.4160394922647095,-16.0,15.0,0.0653735632183908,False,False
income_momentum_15,float64,0,0,0.019875478927203066,667,-0.8718869731800766,247.06513697095025,-2033.0,1909.0,0.07998084291187739,False,False
income_per_worker_diff,float64,0,0,0.0011973180076628352,4095,-0.013430486411273248,7.2964501935688055,-41.395721925133685,37.67323481116585,0.033045977011494254,False,False
loss_trade_ratio,float64,0,0,0.3879310344827586,274,2.005977607759022,4.54791900703949,0.0,109.33333333333331,0.10847701149425287,False,False
p1_army_entropy,float64,0,0,0.2231800766283525,1106,1.0058408287278648,0.6882820897388184,0.0,2.75,0.0,False,False
p1_army_supply_ratio,float64,0,0,0.09865900383141762,1419,0.24980788281199368,0.16300501504876383,0.0,0.6944444444444444,0.0,False,False
p1_army_to_worker_ratio,float64,0,0,0.09865900383141762,1419,0.4107300240469986,0.37258646355504904,0.0,2.272727272727273,0.05052681992337165,False,False
p1_combat,float64,0,0,0.09865900383141762,2981,0.678657840754021,0.8941284954437695,0.0,6.675987817258882,0.09315134099616858,False,False
p1_epm,float64,0,0,0.0014367816091954023,107,139.3227969348659,64.66111543298304,0.0,812.0,0.02418582375478927,False,False
p1_income_per_worker,float64,0,0,0.0,2850,50.39091071092308,6.40693799612738,2.4615384615384617,69.83333333333333,0.07902298850574713,False,False
p1_num_unit_types,int64,0,0,0.09865900383141762,8,2.6745689655172415,1.6592862778584425,0.0,7.0,0.0,False,False
p1_recent_losses,int64,0,0,0.42265325670498083,48,3.0466954022988504,5.56761152192341,0.0,79.0,0.07758620689655173,False,False
p1_scout,float64,0,0,0.0,4139,23.779958393976766,9.592146377746072,1.2,52.07572229409228,0.0038314176245210726,False,False
p1_sq,float64,0,0,0.0,4132,-61.682161084220695,35.732649893917525,-151.05752887118484,58.70592634506805,0.0023946360153256703,False,False
p1_tech_level,int64,0,0,0.18989463601532566,4,1.4406130268199233,0.9676531311332269,0.0,3.0,0.0,False,False
p1_worker_growth_ratio,float64,0,0,0.33740421455938696,432,0.026594743356512237,0.046710156271611916,-0.3571428571428571,0.3939393939393939,0.03975095785440613,False,False
p1_workers,int64,0,0,0.0,85,44.42456896551724,19.387397840446397,6.0,92.0,0.0,False,False
p2_army_entropy,float64,0,0,0.2078544061302682,1137,0.9901359395244864,0.6628706256230641,0.0,2.8731406795131336,0.0009578544061302681,False,False
p2_army_supply_ratio,float64,0,0,0.09841954022988506,1483,0.2579502429253292,0.16197168002020815,0.0,0.6666666666666666,0.0,False,False
p2_army_to_worker_ratio,float64,0,0,0.09841954022988506,1483,0.4243526218054059,0.36501366345129116,0.0,2.0,0.04454022988505747,False,False
p2_combat,float64,0,0,0.09841954022988506,3038,0.6821931521277952,0.8228922326766194,0.0,4.480422869565218,0.08333333333333333,False,False
p2_epm,float64,0,0,0.0011973180076628352,112,147.88697318007664,70.20251740089519,0.0,936.0,0.024664750957854406,False,False
p2_income_per_worker,float64,0,0,0.0004789272030651341,2802,50.40434119733435,6.526756915230589,0.0,74.18518518518519,0.07734674329501916,False,False
p2_num_unit_types,int64,0,0,0.09841954022988506,9,2.627155172413793,1.5834836607366514,0.0,8.0,0.0021551724137931034,False,False
p2_recent_losses,int64,0,0,0.3879310344827586,66,3.8647030651340994,10.26488178886408,0.0,328.0,0.09051724137931035,False,False
p2_scout,float64,0,0,0.0,4138,23.444987018119797,9.258189423382108,1.5,49.53405994550408,0.0,False,False
p2_sq,float64,0,0,0.0,4140,-62.897064284934935,35.23914017707623,-170.14467280999304,67.03531023512103,0.003352490421455939,False,False
p2_tech_level,int64,0,0,0.18917624521072796,4,1.3831417624521072,0.9521451582681938,0.0,3.0,0.0,False,False
p2_worker_growth_ratio,float64,0,0,0.3421934865900383,405,0.027120874382374094,0.04515771461207535,-0.3333333333333333,0.3571428571428571,0.04118773946360153,False,False
p2_workers,int64,0,0,0.0,86,44.50526819923372,19.36747000501402,7.0,92.0,0.0,False,False
phase,int64,0,0,0.2629310344827586,3,0.8520114942528736,0.5967061490975641,0.0,2.0,0.0,False,False
sq_momentum_15,float64,0,0,0.0011973180076628352,4172,0.10895301061041136,31.818903938858664,-139.867600890432,131.98899127117892,0.02610153256704981,False,False
tech_diff,int64,0,0,0.44875478927203066,7,0.05747126436781609,0.8494037213297315,-3.0,3.0,0.0,False,False
