feature,dtype,nan_count,inf_count,zero_ratio,unique_count,mean,std,min,max,outlier_ratio,constant_flag,near_constant_flag
army_supply_ratio_diff,float64,0,0,0.0850095785440613,3432,-0.00814236011333553,0.14403717180196884,-0.4545454545454545,0.5588235294117647,0.04789272030651341,False,False
combat_momentum_15,float64,0,0,0.12380268199233717,3418,0.00038061184128382764,0.15563992964072987,-3.1359453666333668,1.1535568824006486,0.13194444444444445,False,False
counter_advantage_diff,float64,0,0,0.20043103448275862,2524,0.016696926396568397,0.24185153874626772,-0.865,0.82,0.12931034482758622,False,False
counter_advantage_diff_120s,float64,0,0,0.18055555555555555,2905,0.0037029548255357735,0.2537162224222453,-1.3067000000000002,1.023,0.16810344827586207,False,False
counter_advantage_diff_60s,float64,0,0,0.20306513409961685,2899,0.0016506994351192842,0.20824886473356158,-1.367142857142857,1.1625,0.18438697318007663,False,False
counter_advantage_p1,float64,0,0,0.29022988505747127,2105,0.1574463429876137,0.16996575402114375,0.0,0.82,0.020593869731800767,False,False
counter_advantage_p2,float64,0,0,0.31058429118773945,2041,0.14074941659104528,0.16539980948098154,0.0,0.865,0.034003831417624523,False,False
counter_advantage_vol_120,float64,0,0,0.17193486590038315,3197,0.08499196492705496,0.09045751336072046,0.0,0.5740659069759554,0.036637931034482756,False,False
delta_combat_p1,float64,0,0,0.19588122605363983,2959,0.02955809667325038,0.13750151584398487,-3.272396835164836,0.987413623210478,0.15373563218390804,False,False
delta_combat_p2,float64,0,0,0.1903735632183908,3057,0.029177484831966555,0.1252600014338781,-1.745984524983974,1.0763795316363636,0.15229885057471265,False,False
delta_sq_p1,float64,0,0,0.0011973180076628352,4166,1.197792010652702,23.30945580679761,-119.65651832166948,118.0409083581754,0.02658045977011494,False,False
delta_sq_p2,float64,0,0,0.0014367816091954023,4168,1.088839000042291,22.692501953419537,-85.22463899055343,113.35887101505269,0.03089080459770115,False,False
delta_workers_p1,float64,0,0,0.33740421455938696,27,0.9113984674329502,1.8593165593229413,-15.0,16.0,0.034961685823754786,False,False
