feature,importance
diff_income,0.055712137
diff_workers,0.044779304
p2_num_unit_types,0.03712315
tech_diff,0.022333635
p2_scout,0.021741781
p1_scout,0.021710083
diff_combat_score,0.020475997
p2_workers,0.020316785
p2_army_supply_ratio,0.020305868
diff_combat_120s,0.02024745
p2_tech_level,0.0202025
p1_army_supply_ratio,0.01935049
p2_army_entropy,0.018520813
army_supply_ratio_diff,0.017661864
p1_tech_level,0.017560171
p1_army_to_worker_ratio,0.017504867
p2_combat,0.01739098
p1_combat,0.017291326
counter_advantage_p1,0.017198818
p1_num_unit_types,0.01719042
p1_workers,0.017117733
p1_army_entropy,0.01644143
counter_advantage_p2,0.01631039
phase,0.016105479
diff_combat_60s,0.015697649
p2_recent_losses,0.015460114
diff_income_60s,0.015457871
diff_income_120s,0.015417948
counter_advantage_diff,0.014919051
p2_income_per_worker,0.014757613
diff_income_vol_120,0.014653888
diff_combat_vol_120,0.014562106
p2_sq,0.014197033
loss_trade_ratio,0.013574572
diff_workers_vol_120,0.013178783
counter_advantage_vol_120,0.0131348055
diff_workers_120s,0.013032533
income_per_worker_diff,0.012672401
p1_income_per_worker,0.012525395
counter_advantage_diff_120s,0.012505366
p2_epm,0.012484404
p2_army_to_worker_ratio,0.012282819
p1_epm,0.011990349
p1_recent_losses,0.011716737
counter_advantage_diff_60s,0.011641383
diff_epm,0.01147465
diff_sq_vol_120,0.01145109
p1_sq,0.011269563
delta_combat_p1,0.010999919
delta_workers_p2,0.010997894
diff_sq,0.010989108
delta_combat_p2,0.010910789
income_momentum_15,0.01065221
p1_worker_growth_ratio,0.010629166
delta_sq_p2,0.010556326
combat_momentum_15,0.01038217
p2_worker_growth_ratio,0.009823181
diff_sq_120s,0.009764288
diff_workers_60s,0.009509184
diff_sq_60s,0.009480062
delta_sq_p1,0.008853997
sq_momentum_15,0.008853534
economic_momentum_15,0.006946575
delta_workers_p1,0.0
