profile,accuracy,balanced_accuracy,confusion_matrix,n_rows,roc_auc,log_loss,n_features,delta_accuracy_vs_full,delta_balanced_accuracy_vs_full,delta_roc_auc_vs_full,delta_log_loss_vs_full
full,0.588,0.586615531652433,"[[1220, 1242], [818, 1720]]",5000,0.6270642369212983,0.6659654043274551,64,0.0,0.0,0.0,0.0
no_counter,0.5924,0.590773292261444,"[[1191, 1271], [767, 1771]]",5000,0.6343984114089718,0.6627533861994905,58,0.0044000000000000705,0.004157760609011074,0.007334174487673484,-0.0032120181279645665
no_counter_no_losses,0.5928,0.5911612218887052,"[[1190, 1272], [764, 1774]]",5000,0.6312999355371065,0.6640640892109189,55,0.0048000000000000265,0.004545690236272271,0.004235698615808192,-0.0019013151165362396
