profile,v3_1_fixed_smoke3000,v3_2_combatfix_smoke3000
economy_only,0.6931397665593206,0.6740977236435545
economy_scouting,0.6890593914251325,0.6711192738205592
full,0.6791160153459352,0.6682685371513167
no_counter,0.6797202783358378,0.6657581254717558
no_counter_no_losses,0.67929163279051,0.6665591465032257
