profile,v3_1_fixed_smoke3000,v3_2_combatfix_smoke3000
economy_only,0.5448797038864899,0.5776558517302458
economy_scouting,0.5539276166975118,0.5863826845811553
full,0.5699670984988691,0.5891044195792111
no_counter,0.5655459592843923,0.5946774960038018
no_counter_no_losses,0.5710980876002467,0.5926901974337927
