profile,v3_1_fixed_smoke3000,v3_2_combatfix_smoke3000
economy_only,0.5767544235266624,0.6082307115832917
economy_scouting,0.5874281065667655,0.6181304034169925
full,0.6120965685338176,0.6239153250816561
no_counter,0.6091853952777383,0.6293253359451803
no_counter_no_losses,0.6111253522499857,0.6282938425991411
