feature,importance
diff_income,0.04437168771370923
diff_workers,0.03599838230291772
p2_scout,0.03285644574041247
p1_scout,0.03139757777757216
diff_sq,0.024976146276632173
diff_combat_score,0.023422238076948636
diff_sq_vol_120,0.022694349512800006
diff_income_vol_120,0.022549370024769703
diff_income_120s,0.02219983465273007
p2_sq,0.022013334531812007
income_per_worker_diff,0.021182141844131402
p1_sq,0.02111899029233025
diff_income_60s,0.021104651325309573
army_supply_ratio_diff,0.020781596227838286
p1_income_per_worker,0.02057708784946757
p2_income_per_worker,0.02054595992779409
diff_sq_120s,0.020175436275240686
diff_combat_120s,0.020047783976520326
diff_workers_vol_120,0.0199455865457336
diff_sq_60s,0.01992903814392059
diff_combat_vol_120,0.019582640059645644
p2_combat,0.0190575521499457
delta_sq_p2,0.019049781080396472
income_momentum_15,0.018884967358295358
delta_sq_p1,0.018848687105421084
p1_combat,0.01882304850505079
sq_momentum_15,0.01860367966503353
diff_combat_60s,0.018515598629399384
p2_army_entropy,0.017884901974032877
p2_workers,0.01774146804124521
p1_army_entropy,0.01773597643741835
diff_epm,0.017697214669024193
p2_epm,0.01767382008103438
p1_workers,0.017359214370481373
p1_epm,0.017045497837347837
p2_army_to_worker_ratio,0.016973426133770383
p1_army_supply_ratio,0.01693888061110196
p1_army_to_worker_ratio,0.0169320687798421
p2_army_supply_ratio,0.01692988922365957
combat_momentum_15,0.016365354439739514
delta_combat_p2,0.016074291521529765
delta_combat_p1,0.015943270272141943
diff_workers_120s,0.014097007984316356
p1_worker_growth_ratio,0.012086481520927294
p2_worker_growth_ratio,0.012052177482189837
diff_workers_60s,0.011737284997838627
loss_trade_ratio,0.010445236532870971
p1_recent_losses,0.008580323100354167
p2_recent_losses,0.00807608574183787
economic_momentum_15,0.007513116228469345
p2_num_unit_types,0.0063502257320939915
p1_num_unit_types,0.005913299054097204
delta_workers_p1,0.005547502059488495
delta_workers_p2,0.0055119504190107756
tech_diff,0.005341167658216609
p2_tech_level,0.0034765626849982668
p1_tech_level,0.003364727650923105
phase,0.001357983188219061
